fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
1295,car,0.58,27,1288,319,1341,347,MATRICULA,None,None,None,None,None,None
1295,car,0.2,28,1340,320,1374,356,MATRICULA,None,None,None,None,None,None
1295,person,0.81,29,428,257,490,444,MATRICULA,None,None,None,None,None,None
1295,car,0.9,30,789,301,1073,482,MATRICULA,0.285431031370908,841,417,907,433,E72
1295,person,0.78,31,337,274,398,442,MATRICULA,None,None,None,None,None,None
1295,car,0.78,32,1345,322,1447,385,MATRICULA,None,None,None,None,None,None
1295,car,0.73,33,1114,313,1195,369,MATRICULA,None,None,None,None,None,None
1296,car,0.59,27,1289,319,1341,347,MATRICULA,None,None,None,None,None,None
1296,car,0.26,28,1340,320,1376,358,MATRICULA,None,None,None,None,None,None
1296,person,0.79,29,431,257,491,443,MATRICULA,None,None,None,None,None,None
1296,car,0.9,30,771,300,1067,488,MATRICULA,0.1468392547294013,823,421,893,438,E7A
1296,person,0.75,31,340,276,402,443,MATRICULA,None,None,None,None,None,None
1296,car,0.74,32,1343,322,1440,384,MATRICULA,None,None,None,None,None,None
1296,car,0.77,33,1113,312,1196,370,MATRICULA,None,None,None,None,None,None
1297,car,0.59,27,1290,319,1341,347,MATRICULA,None,None,None,None,None,None
1297,car,0.32,28,1341,321,1376,360,MATRICULA,None,None,None,None,None,None
1297,person,0.79,29,434,258,494,443,MATRICULA,None,None,None,None,None,None
1297,car,0.91,30,751,299,1060,494,MATRICULA,0.13737302261498385,804,426,877,442,9
1297,person,0.77,31,343,278,404,442,MATRICULA,None,None,None,None,None,None
1297,car,0.74,32,1343,322,1435,384,MATRICULA,None,None,None,None,None,None
1297,car,0.82,33,1112,311,1194,370,MATRICULA,None,None,None,None,None,None
1298,car,0.6,27,1290,320,1342,347,MATRICULA,None,None,None,None,None,None
1298,car,0.39,28,1341,321,1377,360,MATRICULA,0.21666438887132244,1351,321,1360,322,1
1298,person,0.82,29,437,259,498,444,MATRICULA,None,None,None,None,None,None
1298,car,0.92,30,731,298,1052,500,MATRICULA,0.11320580242051002,783,430,859,448,21
1298,person,0.76,31,345,280,406,441,MATRICULA,None,None,None,None,None,None
1298,car,0.7,32,1343,322,1433,383,MATRICULA,None,None,None,None,None,None
1298,car,0.81,33,1110,311,1192,371,MATRICULA,None,None,None,None,None,None
1299,car,0.54,27,1290,319,1343,346,MATRICULA,None,None,None,None,None,None
1299,person,0.78,29,440,261,503,443,MATRICULA,None,None,None,None,None,None
1299,car,0.92,30,706,298,1044,508,MATRICULA,0.10174999283778519,761,435,840,454,227
1299,person,0.74,31,347,281,408,441,MATRICULA,None,None,None,None,None,None
1299,car,0.68,32,1342,323,1427,382,MATRICULA,None,None,None,None,None,None
1299,car,0.79,33,1107,311,1192,371,MATRICULA,None,None,None,None,None,None
1300,car,0.53,27,1289,319,1343,346,MATRICULA,None,None,None,None,None,None
1300,person,0.79,29,443,269,509,442,MATRICULA,None,None,None,None,None,None
1300,car,0.94,30,681,297,1035,516,MATRICULA,0.37359977315829346,737,441,818,461,27
1300,person,0.8,31,352,282,412,441,MATRICULA,None,None,None,None,None,None
1300,car,0.66,32,1340,323,1425,381,MATRICULA,None,None,None,None,None,None
1300,car,0.8,33,1104,311,1192,373,MATRICULA,None,None,None,None,None,None
1301,car,0.53,27,1290,319,1342,346,MATRICULA,None,None,None,None,None,None
1301,person,0.8,29,445,273,513,442,MATRICULA,None,None,None,None,None,None
1301,car,0.94,30,654,296,1026,525,MATRICULA,0.12901995180322334,710,447,794,468,E
1301,person,0.83,31,355,282,414,441,MATRICULA,None,None,None,None,None,None
1301,car,0.6,32,1339,324,1424,381,MATRICULA,None,None,None,None,None,None
1301,car,0.82,33,1103,311,1190,374,MATRICULA,None,None,None,None,None,None
1302,car,0.55,27,1290,320,1341,346,MATRICULA,None,None,None,None,None,None
1302,person,0.77,29,447,271,515,443,MATRICULA,None,None,None,None,None,None
1302,car,0.95,30,622,295,1017,534,MATRICULA,0.25016745924949646,680,455,771,476,4727
1302,person,0.85,31,356,281,417,442,MATRICULA,None,None,None,None,None,None
1302,car,0.58,32,1337,324,1421,381,MATRICULA,None,None,None,None,None,None
1302,car,0.77,33,1101,310,1189,375,MATRICULA,None,None,None,None,None,None
1303,car,0.55,27,1290,320,1341,346,MATRICULA,None,None,None,None,None,None
1303,person,0.76,29,450,269,516,443,MATRICULA,None,None,None,None,None,None
1303,car,0.94,30,589,294,1007,541,MATRICULA,0.061804810858122984,647,462,742,487,BY
1303,person,0.84,31,359,279,419,442,MATRICULA,None,None,None,None,None,None
1303,car,0.61,32,1335,325,1418,379,MATRICULA,None,None,None,None,None,None
1303,car,0.73,33,1099,310,1188,376,MATRICULA,None,None,None,None,None,None
1304,car,0.53,27,1290,320,1340,346,MATRICULA,None,None,None,None,None,None
1304,person,0.77,29,455,264,518,443,MATRICULA,None,None,None,None,None,None
1304,car,0.94,30,552,293,997,554,MATRICULA,0.15334709711284117,611,469,712,494,27
1304,person,0.81,31,361,279,420,443,MATRICULA,None,None,None,None,None,None
1304,car,0.62,32,1334,325,1411,378,MATRICULA,None,None,None,None,None,None
1304,car,0.71,33,1098,311,1188,377,MATRICULA,None,None,None,None,None,None
1305,car,0.49,27,1291,321,1339,346,MATRICULA,None,None,None,None,None,None
1305,person,0.81,29,457,263,520,443,MATRICULA,None,None,None,None,None,None
1305,car,0.92,30,512,292,984,565,MATRICULA,0.2389613837206208,572,477,675,504,327
1305,person,0.77,31,363,276,422,441,MATRICULA,None,None,None,None,None,None
1305,car,0.64,32,1331,325,1408,378,MATRICULA,None,None,None,None,None,None
1305,car,0.72,33,1096,310,1187,379,MATRICULA,None,None,None,None,None,None
1306,car,0.51,27,1290,321,1338,348,MATRICULA,None,None,None,None,None,None
1306,person,0.73,29,462,264,520,421,MATRICULA,None,None,None,None,None,None
1306,car,0.93,30,465,292,974,581,MATRICULA,0.9257411850968947,527,486,636,514,27
1306,person,0.79,31,365,274,424,440,MATRICULA,None,None,None,None,None,None
1306,car,0.69,32,1330,325,1405,377,MATRICULA,None,None,None,None,None,None
1306,car,0.75,33,1093,311,1187,381,MATRICULA,None,None,None,None,None,None
1307,car,0.44,27,1289,321,1337,349,MATRICULA,None,None,None,None,None,None
1307,person,0.61,29,464,266,521,402,MATRICULA,None,None,None,None,None,None
1307,car,0.94,30,413,290,960,599,MATRICULA,0.1122748237219831,475,500,591,528,122
1307,person,0.79,31,366,274,426,440,MATRICULA,None,None,None,None,None,None
1307,car,0.68,32,1328,325,1403,376,MATRICULA,None,None,None,None,None,None
1307,car,0.78,33,1092,311,1185,382,MATRICULA,None,None,None,None,None,None
1308,car,0.39,27,1289,321,1336,350,MATRICULA,None,None,None,None,None,None
1308,person,0.42,29,466,268,522,385,MATRICULA,None,None,None,None,None,None
1308,car,0.93,30,356,287,943,612,MATRICULA,0.024442350299278326,416,512,542,545,V
1308,person,0.73,31,368,273,427,424,MATRICULA,None,None,None,None,None,None
1308,car,0.7,32,1326,326,1400,374,MATRICULA,None,None,None,None,None,None
1308,car,0.79,33,1089,310,1183,382,MATRICULA,None,None,None,None,None,None
1309,car,0.31,27,1290,321,1333,350,MATRICULA,None,None,None,None,None,None
1309,person,0.3,29,470,263,520,351,MATRICULA,None,None,None,None,None,None
1309,car,0.92,30,291,287,927,633,MATRICULA,0.41733675146531723,349,527,480,559,2
1309,person,0.68,31,371,276,428,405,MATRICULA,None,None,None,None,None,None
1309,car,0.68,32,1324,327,1398,373,MATRICULA,None,None,None,None,None,None
1309,car,0.81,33,1085,310,1182,383,MATRICULA,None,None,None,None,None,None
1310,car,0.26,27,1290,321,1329,348,MATRICULA,None,None,None,None,None,None
1310,car,0.9,30,214,285,911,656,MATRICULA,0.03048846610124145,269,546,413,581,F
1310,person,0.25,31,367,288,431,394,MATRICULA,None,None,None,None,None,None
1310,car,0.69,32,1322,327,1397,372,MATRICULA,None,None,None,None,None,None
1310,car,0.81,33,1083,311,1180,384,MATRICULA,None,None,None,None,None,None
1311,car,0.24,27,1289,322,1325,347,MATRICULA,None,None,None,None,None,None
1311,car,0.94,30,125,283,893,685,MATRICULA,0.22233637230287062,176,569,327,608,2
1311,car,0.74,32,1319,326,1396,371,MATRICULA,None,None,None,None,None,None
1311,car,0.79,33,1080,311,1179,385,MATRICULA,None,None,None,None,None,None
1312,car,0.25,27,1290,322,1323,345,MATRICULA,None,None,None,None,None,None
1312,car,0.93,30,35,279,873,716,MATRICULA,0.02903716266155243,66,596,229,636,7223
1312,car,0.76,32,1318,325,1395,371,MATRICULA,None,None,None,None,None,None
1312,car,0.8,33,1078,311,1177,385,MATRICULA,None,None,None,None,None,None
1313,car,0.22,27,1291,321,1322,346,MATRICULA,None,None,None,None,None,None
1313,car,0.93,30,0,278,853,753,MATRICULA,None,None,None,None,None,None
1313,car,0.77,32,1316,325,1393,371,MATRICULA,None,None,None,None,None,None
1313,car,0.79,33,1073,310,1175,386,MATRICULA,None,None,None,None,None,None
1314,car,0.25,27,1293,321,1323,345,MATRICULA,None,None,None,None,None,None
1314,car,0.94,30,0,274,828,806,MATRICULA,None,None,None,None,None,None
1314,car,0.75,32,1317,326,1391,370,MATRICULA,None,None,None,None,None,None
1314,car,0.77,33,1070,310,1173,386,MATRICULA,0.026090685422709647,1102,359,1130,365,8
1315,car,0.28,27,1294,321,1323,347,MATRICULA,None,None,None,None,None,None
1315,car,0.95,30,0,271,803,877,MATRICULA,None,None,None,None,None,None
1315,car,0.73,32,1315,327,1390,370,MATRICULA,None,None,None,None,None,None
1315,car,0.73,33,1068,310,1172,386,MATRICULA,0.1385453838104178,1100,360,1129,366,1
1316,car,0.27,27,1297,322,1323,349,MATRICULA,None,None,None,None,None,None
1316,car,0.94,30,0,267,772,931,MATRICULA,None,None,None,None,None,None
1316,car,0.69,32,1314,328,1388,369,MATRICULA,None,None,None,None,None,None
1316,car,0.75,33,1065,310,1171,386,MATRICULA,0.07851392981470529,1097,360,1126,367,5
1317,car,0.22,27,1298,322,1323,351,MATRICULA,None,None,None,None,None,None
1317,car,0.96,30,0,262,734,1005,MATRICULA,None,None,None,None,None,None
1317,car,0.7,32,1312,329,1388,369,MATRICULA,None,None,None,None,None,None
1317,car,0.74,33,1061,311,1170,388,MATRICULA,None,None,None,None,None,None
1318,car,0.21,27,1301,322,1323,351,MATRICULA,None,None,None,None,None,None
1318,car,0.95,30,0,260,692,1000,MATRICULA,None,None,None,None,None,None
1318,car,0.71,32,1310,329,1385,369,MATRICULA,None,None,None,None,None,None
1318,car,0.74,33,1059,310,1170,390,MATRICULA,0.019908319744921465,1092,362,1121,369,A
1319,car,0.18,27,1302,323,1325,353,MATRICULA,None,None,None,None,None,None
1319,car,0.94,30,0,258,646,982,MATRICULA,None,None,None,None,None,None
1319,car,0.71,32,1309,328,1381,369,MATRICULA,None,None,None,None,None,None
1319,car,0.78,33,1055,311,1169,393,MATRICULA,0.30270966108345476,1088,363,1119,370,2
1320,car,0.28,27,1303,324,1331,356,MATRICULA,None,None,None,None,None,None
1320,car,0.94,30,0,247,591,973,MATRICULA,None,None,None,None,None,None
1320,car,0.7,32,1308,327,1377,368,MATRICULA,None,None,None,None,None,None
1320,car,0.75,33,1052,311,1167,394,MATRICULA,None,None,None,None,None,None
1321,car,0.24,27,1304,324,1331,358,MATRICULA,None,None,None,None,None,None
1321,car,0.95,30,0,243,535,970,MATRICULA,None,None,None,None,None,None
1321,car,0.69,32,1307,327,1376,367,MATRICULA,None,None,None,None,None,None
1321,car,0.76,33,1049,310,1168,395,MATRICULA,0.8414515114264418,1082,364,1114,372,T
1321,person,0.68,31,408,285,464,425,MATRICULA,None,None,None,None,None,None
1322,car,0.94,30,0,251,452,967,MATRICULA,None,None,None,None,None,None
1322,car,0.68,32,1307,327,1373,367,MATRICULA,None,None,None,None,None,None
1322,car,0.8,33,1046,309,1165,395,MATRICULA,0.051346232447087914,1079,365,1111,372,A
1322,person,0.78,35,504,263,559,438,MATRICULA,None,None,None,None,None,None
1322,person,0.81,31,411,284,468,431,MATRICULA,None,None,None,None,None,None
1323,car,0.9,30,0,278,357,1006,MATRICULA,None,None,None,None,None,None
1323,car,0.68,32,1306,327,1370,366,MATRICULA,None,None,None,None,None,None
1323,car,0.8,33,1042,308,1165,397,MATRICULA,0.2241206779520235,1076,366,1108,373,V
1323,person,0.78,35,507,265,559,436,MATRICULA,None,None,None,None,None,None
1323,person,0.82,31,413,284,471,434,MATRICULA,None,None,None,None,None,None
1324,car,0.88,30,0,353,236,1013,MATRICULA,None,None,None,None,None,None
1324,car,0.7,32,1305,326,1369,365,MATRICULA,None,None,None,None,None,None
1324,car,0.82,33,1037,308,1163,398,MATRICULA,0.37371274834731594,1072,367,1106,374,V
1324,person,0.75,35,507,264,562,437,MATRICULA,None,None,None,None,None,None
1324,person,0.79,31,418,285,473,435,MATRICULA,None,None,None,None,None,None
1325,car,0.66,32,1305,327,1368,364,MATRICULA,None,None,None,None,None,None
1325,car,0.83,33,1033,308,1161,400,MATRICULA,0.02579662205481359,1068,368,1103,376,7
1325,person,0.8,35,507,264,565,437,MATRICULA,None,None,None,None,None,None
1325,person,0.76,31,420,285,475,434,MATRICULA,None,None,None,None,None,None
1326,car,0.65,32,1303,328,1367,364,MATRICULA,None,None,None,None,None,None
1326,car,0.84,33,1028,308,1159,402,MATRICULA,0.06031721543181234,1064,369,1099,377,V
1326,person,0.8,35,509,267,569,436,MATRICULA,None,None,None,None,None,None
1326,person,0.79,31,423,285,477,433,MATRICULA,None,None,None,None,None,None
1327,car,0.65,32,1302,328,1367,364,MATRICULA,None,None,None,None,None,None
1327,car,0.85,33,1023,308,1159,404,MATRICULA,0.027272736439777567,1060,370,1095,378,H
1327,person,0.74,35,512,267,574,437,MATRICULA,None,None,None,None,None,None
1327,person,0.79,31,426,287,480,433,MATRICULA,None,None,None,None,None,None
1328,car,0.62,32,1301,327,1367,363,MATRICULA,None,None,None,None,None,None
1328,car,0.85,33,1019,309,1159,405,MATRICULA,None,None,None,None,None,None
1328,person,0.76,35,516,266,579,437,MATRICULA,None,None,None,None,None,None
1328,person,0.81,31,427,288,482,432,MATRICULA,None,None,None,None,None,None
1329,car,0.63,32,1300,326,1365,363,MATRICULA,None,None,None,None,None,None
1329,car,0.86,33,1014,309,1158,407,MATRICULA,0.016859401116706474,1051,372,1088,381,P
1329,person,0.79,35,517,265,579,438,MATRICULA,None,None,None,None,None,None
1329,person,0.81,31,429,288,485,432,MATRICULA,None,None,None,None,None,None
1330,car,0.59,32,1299,325,1361,362,MATRICULA,None,None,None,None,None,None
1330,car,0.86,33,1010,310,1154,409,MATRICULA,0.06456906411225205,1047,373,1084,382,T
1330,person,0.81,35,519,266,579,438,MATRICULA,None,None,None,None,None,None
1330,person,0.8,31,433,288,486,432,MATRICULA,None,None,None,None,None,None
1330,car,0.66,36,1143,307,1199,353,MATRICULA,None,None,None,None,None,None
1331,car,0.65,32,1298,324,1360,361,MATRICULA,None,None,None,None,None,None
1331,car,0.88,33,1004,309,1151,410,MATRICULA,0.012828830330537722,1042,374,1080,383,A
1331,person,0.82,35,521,264,581,437,MATRICULA,None,None,None,None,None,None
1331,person,0.83,31,435,287,488,433,MATRICULA,None,None,None,None,None,None
1331,car,0.68,36,1142,306,1198,353,MATRICULA,None,None,None,None,None,None
1332,car,0.6,32,1298,323,1357,361,MATRICULA,None,None,None,None,None,None
1332,car,0.89,33,997,308,1147,411,MATRICULA,0.03384896454993695,1037,375,1076,384,OM
1332,person,0.75,35,523,264,582,431,MATRICULA,None,None,None,None,None,None
1332,person,0.82,31,436,288,490,433,MATRICULA,None,None,None,None,None,None
1332,car,0.72,36,1140,306,1198,354,MATRICULA,None,None,None,None,None,None
1333,car,0.61,32,1296,322,1356,361,MATRICULA,None,None,None,None,None,None
1333,car,0.85,33,992,308,1145,414,MATRICULA,0.19906802977992774,1031,376,1071,386,VOTCO
1333,person,0.74,35,526,265,585,430,MATRICULA,None,None,None,None,None,None
1333,person,0.82,31,438,288,491,433,MATRICULA,None,None,None,None,None,None
1333,car,0.73,36,1138,306,1197,355,MATRICULA,None,None,None,None,None,None
1334,car,0.56,32,1294,323,1354,361,MATRICULA,None,None,None,None,None,None
1334,car,0.84,33,986,308,1142,417,MATRICULA,0.49690312224430855,1026,377,1068,387,T
1334,person,0.75,35,529,266,586,429,MATRICULA,None,None,None,None,None,None
1334,person,0.82,31,441,287,494,432,MATRICULA,None,None,None,None,None,None
1334,car,0.69,36,1134,306,1197,357,MATRICULA,None,None,None,None,None,None
1335,car,0.53,32,1290,324,1353,360,MATRICULA,None,None,None,None,None,None
1335,car,0.87,33,980,308,1140,419,MATRICULA,0.11212597248397242,1021,378,1062,388,TO
1335,person,0.76,35,531,266,587,430,MATRICULA,None,None,None,None,None,None
1335,person,0.79,31,443,287,497,431,MATRICULA,None,None,None,None,None,None
1335,car,0.7,36,1132,305,1197,358,MATRICULA,None,None,None,None,None,None
1336,car,0.54,32,1289,325,1351,359,MATRICULA,None,None,None,None,None,None
1336,car,0.88,33,973,308,1138,420,MATRICULA,0.13010695576667786,1014,379,1057,389,VEST
1336,person,0.76,35,533,267,589,430,MATRICULA,None,None,None,None,None,None
1336,person,0.78,31,445,286,499,430,MATRICULA,None,None,None,None,None,None
1336,car,0.69,36,1132,306,1197,358,MATRICULA,None,None,None,None,None,None
1337,car,0.57,32,1289,325,1348,359,MATRICULA,None,None,None,None,None,None
1337,car,0.87,33,967,307,1136,422,MATRICULA,0.03765888884663582,1007,380,1051,391,VIGE
1337,person,0.76,35,535,269,591,429,MATRICULA,None,None,None,None,None,None
1337,person,0.77,31,447,287,501,430,MATRICULA,None,None,None,None,None,None
1337,car,0.72,36,1131,306,1197,358,MATRICULA,None,None,None,None,None,None
1338,car,0.52,32,1288,325,1346,358,MATRICULA,None,None,None,None,None,None
1338,car,0.87,33,959,306,1135,424,MATRICULA,0.02911346768077277,1001,382,1046,392,VGOT7
1338,person,0.72,35,538,276,592,429,MATRICULA,None,None,None,None,None,None
1338,person,0.76,31,449,287,503,429,MATRICULA,None,None,None,None,None,None
1338,car,0.69,36,1129,306,1197,359,MATRICULA,None,None,None,None,None,None
1339,car,0.56,32,1288,325,1344,358,MATRICULA,None,None,None,None,None,None
1339,car,0.86,33,952,305,1132,427,MATRICULA,0.02529745928229337,994,383,1039,394,FIGCS
1339,person,0.74,35,540,269,592,429,MATRICULA,None,None,None,None,None,None
1339,person,0.75,31,453,289,505,429,MATRICULA,None,None,None,None,None,None
1339,car,0.72,36,1127,305,1198,360,MATRICULA,None,None,None,None,None,None
1340,car,0.59,32,1288,324,1344,358,MATRICULA,None,None,None,None,None,None
1340,car,0.86,33,945,304,1130,428,MATRICULA,0.12259559779577339,988,385,1034,397,DIT
1340,person,0.72,35,542,266,592,427,MATRICULA,None,None,None,None,None,None
1340,person,0.73,31,455,290,512,430,MATRICULA,None,None,None,None,None,None
1340,car,0.73,36,1126,305,1198,360,MATRICULA,0.4953122386964992,1126,345,1133,360,1
1341,car,0.57,32,1287,325,1345,359,MATRICULA,None,None,None,None,None,None
1341,car,0.89,33,936,304,1129,430,MATRICULA,0.2137989776250473,980,387,1027,398,E
1341,person,0.74,35,543,264,594,428,MATRICULA,None,None,None,None,None,None
1341,person,0.77,31,458,290,518,430,MATRICULA,None,None,None,None,None,None
1341,car,0.74,36,1126,305,1197,360,MATRICULA,0.4408844890430288,1126,347,1132,360,1
1342,car,0.55,32,1286,324,1345,359,MATRICULA,None,None,None,None,None,None
1342,car,0.86,33,928,303,1128,433,MATRICULA,0.13933957421080923,972,389,1021,400,I
1342,person,0.74,35,544,268,596,430,MATRICULA,None,None,None,None,None,None
1342,person,0.79,31,461,288,522,430,MATRICULA,None,None,None,None,None,None
1342,car,0.75,36,1124,305,1197,361,MATRICULA,0.5586281222490221,1124,346,1131,361,1
1343,car,0.62,32,1286,322,1344,359,MATRICULA,None,None,None,None,None,None
1343,car,0.77,33,919,302,1125,437,MATRICULA,0.1106268877364586,964,391,1014,403,EICGE
1343,person,0.71,35,546,270,597,430,MATRICULA,None,None,None,None,None,None
1343,person,0.74,31,463,284,522,429,MATRICULA,None,None,None,None,None,None
1343,car,0.76,36,1123,305,1197,361,MATRICULA,None,None,None,None,None,None
1344,car,0.62,32,1285,323,1342,359,MATRICULA,None,None,None,None,None,None
1344,car,0.84,33,909,303,1118,439,MATRICULA,0.07093646363230739,955,393,1006,405,TFA
1344,person,0.72,35,548,270,600,430,MATRICULA,None,None,None,None,None,None
1344,person,0.72,31,464,286,524,427,MATRICULA,None,None,None,None,None,None
1344,car,0.79,36,1123,304,1197,361,MATRICULA,None,None,None,None,None,None
1345,car,0.58,32,1285,323,1340,359,MATRICULA,None,None,None,None,None,None
1345,car,0.86,33,901,303,1111,443,MATRICULA,0.25455567240715027,945,396,999,408,EIFE
1345,person,0.8,35,552,269,604,430,MATRICULA,None,None,None,None,None,None
1345,person,0.74,31,464,285,526,427,MATRICULA,None,None,None,None,None,None
1345,car,0.8,36,1122,303,1197,361,MATRICULA,None,None,None,None,None,None
1346,car,0.63,32,1284,321,1338,359,MATRICULA,None,None,None,None,None,None
1346,car,0.82,33,889,302,1108,447,MATRICULA,0.1274380385875702,935,398,991,411,ETFO
1346,person,0.82,35,553,268,606,429,MATRICULA,None,None,None,None,None,None
1346,person,0.8,31,467,285,528,428,MATRICULA,None,None,None,None,None,None
1346,car,0.77,36,1121,303,1197,362,MATRICULA,None,None,None,None,None,None
1347,car,0.64,32,1284,321,1336,359,MATRICULA,None,None,None,None,None,None
1347,car,0.86,33,878,301,1104,451,MATRICULA,0.39799202610702183,925,401,980,414,EIFGY
1347,person,0.81,35,555,270,607,429,MATRICULA,None,None,None,None,None,None
1347,person,0.76,31,469,285,528,428,MATRICULA,None,None,None,None,None,None
1347,car,0.79,36,1121,303,1196,362,MATRICULA,None,None,None,None,None,None
1348,car,0.65,32,1284,321,1336,358,MATRICULA,None,None,None,None,None,None
1348,car,0.85,33,868,301,1100,454,MATRICULA,0.15445058047771454,913,403,971,417,ETFC
1348,person,0.77,35,556,271,609,429,MATRICULA,None,None,None,None,None,None
1348,person,0.74,31,474,287,530,427,MATRICULA,None,None,None,None,None,None
1348,car,0.76,36,1120,303,1194,362,MATRICULA,None,None,None,None,None,None
1349,car,0.67,32,1284,320,1336,358,MATRICULA,None,None,None,None,None,None
1349,car,0.87,33,854,301,1095,458,MATRICULA,0.13005955156702184,902,406,962,420,ETE
1349,person,0.78,35,556,270,615,430,MATRICULA,None,None,None,None,None,None
1349,person,0.76,31,479,284,534,427,MATRICULA,None,None,None,None,None,None
1349,car,0.75,36,1119,303,1194,362,MATRICULA,None,None,None,None,None,None
1350,car,0.67,32,1283,320,1335,357,MATRICULA,None,None,None,None,None,None
1350,car,0.9,33,841,301,1092,462,MATRICULA,0.0987845896752274,890,409,950,423,IF
1350,person,0.8,35,557,266,617,429,MATRICULA,None,None,None,None,None,None
1350,person,0.78,31,481,281,536,426,MATRICULA,None,None,None,None,None,None
1350,car,0.74,36,1118,303,1195,362,MATRICULA,None,None,None,None,None,None
1351,car,0.6,32,1282,321,1335,357,MATRICULA,None,None,None,None,None,None
1351,car,0.89,33,828,301,1087,467,MATRICULA,0.1388412298077627,878,412,940,427,DIF
1351,person,0.78,35,558,269,620,430,MATRICULA,None,None,None,None,None,None
1351,person,0.77,31,482,280,539,426,MATRICULA,None,None,None,None,None,None
1351,car,0.74,36,1117,302,1195,362,MATRICULA,None,None,None,None,None,None
1352,car,0.62,32,1282,320,1333,356,MATRICULA,None,None,None,None,None,None
1352,car,0.9,33,812,301,1082,473,MATRICULA,0.13213917002507458,864,416,928,431,HFM
1352,person,0.78,35,558,271,622,430,MATRICULA,None,None,None,None,None,None
1352,person,0.71,31,484,284,541,424,MATRICULA,None,None,None,None,None,None
1352,car,0.75,36,1116,302,1194,363,MATRICULA,None,None,None,None,None,None
1353,car,0.62,32,1282,320,1330,356,MATRICULA,None,None,None,None,None,None
1353,car,0.9,33,798,301,1076,478,MATRICULA,0.37140583992004395,849,418,916,434,ETF7
1353,person,0.8,35,559,272,622,431,MATRICULA,None,None,None,None,None,None
1353,person,0.72,31,487,289,543,425,MATRICULA,None,None,None,None,None,None
1353,car,0.73,36,1116,302,1192,363,MATRICULA,None,None,None,None,None,None
1354,car,0.61,32,1281,320,1328,355,MATRICULA,None,None,None,None,None,None
1354,car,0.9,33,782,299,1069,484,MATRICULA,0.11595333367586136,834,422,901,438,IFEY
1354,person,0.79,35,562,275,623,431,MATRICULA,None,None,None,None,None,None
1354,person,0.74,31,488,289,543,424,MATRICULA,None,None,None,None,None,None
1354,car,0.74,36,1116,302,1191,364,MATRICULA,None,None,None,None,None,None
1355,car,0.56,32,1280,322,1327,355,MATRICULA,None,None,None,None,None,None
1355,car,0.91,33,765,299,1063,488,MATRICULA,0.3982969578010643,817,426,887,442,EIF
1355,person,0.82,35,565,278,624,430,MATRICULA,None,None,None,None,None,None
1355,person,0.72,31,491,288,544,425,MATRICULA,None,None,None,None,None,None
1355,car,0.75,36,1116,302,1191,366,MATRICULA,None,None,None,None,None,None
1356,car,0.6,32,1280,321,1326,355,MATRICULA,None,None,None,None,None,None
1356,car,0.9,33,746,297,1058,494,MATRICULA,0.268024928718387,799,428,872,447,FIF
1356,person,0.82,35,567,279,623,430,MATRICULA,None,None,None,None,None,None
1356,person,0.73,31,493,288,545,424,MATRICULA,None,None,None,None,None,None
1356,car,0.72,36,1116,302,1192,366,MATRICULA,0.6266026104395337,1190,323,1192,325,3
1357,car,0.64,32,1281,321,1329,355,MATRICULA,None,None,None,None,None,None
1357,car,0.91,33,728,296,1050,500,MATRICULA,0.08816700909835973,779,433,855,452,Z
1357,person,0.82,35,571,279,624,428,MATRICULA,None,None,None,None,None,None
1357,person,0.73,31,497,291,545,423,MATRICULA,None,None,None,None,None,None
1357,car,0.75,36,1114,302,1190,366,MATRICULA,None,None,None,None,None,None
1358,car,0.62,32,1281,321,1327,355,MATRICULA,None,None,None,None,None,None
1358,car,0.92,33,706,295,1044,508,MATRICULA,0.5272576391420888,759,438,837,457,EF
1358,person,0.78,35,575,275,625,427,MATRICULA,None,None,None,None,None,None
1358,person,0.77,31,498,293,548,423,MATRICULA,None,None,None,None,None,None
1358,car,0.74,36,1113,302,1189,367,MATRICULA,None,None,None,None,None,None
1359,car,0.58,32,1279,321,1326,354,MATRICULA,None,None,None,None,None,None
1359,car,0.92,33,684,295,1036,516,MATRICULA,0.31201738871550333,737,444,818,464,A
1359,person,0.8,35,578,272,626,425,MATRICULA,None,None,None,None,None,None
1359,person,0.81,31,501,292,550,424,MATRICULA,None,None,None,None,None,None
1359,car,0.75,36,1110,302,1188,368,MATRICULA,None,None,None,None,None,None
1360,car,0.59,32,1277,321,1329,354,MATRICULA,None,None,None,None,None,None
1360,car,0.95,33,659,295,1028,522,MATRICULA,0.0413672375719206,713,449,797,470,EE
1360,person,0.83,35,580,270,628,425,MATRICULA,None,None,None,None,None,None
1360,person,0.84,31,502,292,551,424,MATRICULA,None,None,None,None,None,None
1360,car,0.73,36,1108,301,1189,369,MATRICULA,None,None,None,None,None,None
1361,car,0.58,32,1275,319,1325,353,MATRICULA,None,None,None,None,None,None
1361,car,0.95,33,630,295,1021,530,MATRICULA,0.07917098101600845,687,455,774,477,TF
1361,person,0.81,35,580,268,630,424,MATRICULA,None,None,None,None,None,None
1361,person,0.79,31,502,292,553,423,MATRICULA,None,None,None,None,None,None
1361,car,0.75,36,1106,301,1188,370,MATRICULA,None,None,None,None,None,None
1362,car,0.56,32,1275,318,1323,352,MATRICULA,None,None,None,None,None,None
